,ERR4301269,ERR4303136,ERR4303137,ERR4303138,ERR4303139,ERR4303140,ERR4303147,ERR4303148,ERR4303149,ERR4303150,ERR4303151,ERR4303152,ERR4303154,ERR4303155,ERR4303156,ERR4303157,ERR4303158,ERR4303159,ERR4303160,ERR4303161,ERR4303162,ERR4303163,ERR4303164,ERR4303165,ERR4303169,ERR4303170,ERR4303171,ERR4303172,ERR4303194,ERR4303195,ERR4303196,ERR4303197,ERR4303198,ERR4303199,ERR4303200,ERR4303201,ERR4303202,ERR4303216,ERR4303217,ERR4303218,ERR4303219,ERR4303221,ERR4303222,ERR4304397,ERR4304450,ERR4304451,ERR4304452,ERR4304454,ERR4304455,ERR4304456,ERR4304504,ERR4304505,ERR4304580,ERR4304669,ERR4304808,ERR4336989,ERR4647691,ERR4647692,ERR4647693,ERR4647694,ERR4647695,ERR4647696,ERR4647697,ERR4647698,ERR4647699,ERR4647712,ERR4647713,ERR4647716,ERR4835842,ERR4835843,ERR4835845,ERR4835846,ERR4835847,ERR4835848,ERR4835849,ERR4835850,ERR4835851,ERR4835852,ERR4835853,ERR4835854,ERR4835855,ERR4835856,ERR4835857,ERR4835858,ERR4835859,ERR4835860,ERR4835861,ERR4835862,ERR4835863,ERR4835864,ERR4835866,ERR4835867,ERR4835868,ERR4835869,ERR4835870,ERR4835871,ERR4835932,ERR4835933,ERR4835934,ERR4835935,ERR4835989,ERR4835990,ERR4835991,ERR4835992,ERR4835993,ERR4835994,ERR4835995,ERR4835996,ERR4836027,ERR4836028,ERR4836036,ERR4836037,ERR4836884,ERR4836885,ERR4836886,ERR4836887,ERR4836888,ERR4836889,ERR4836908,ERR4836909,ERR4836910,ERR4836911,ERR4836912,ERR4836913,ERR4836914,ERR4836915,ERR4836916,ERR4836917,ERR4836918,ERR4836919,ERR4836920,ERR4836921,ERR4836922,ERR4836923,ERR4836924,ERR4836925,ERR4836926,ERR4836927,ERR4836928,ERR4836929,ERR4836930,ERR4836932,ERR4836933,ERR4836934,ERR4836935,ERR4836936,ERR4836937,ERR4836938,ERR4836939,ERR4836940,ERR4836941,ERR4836942,ERR4836944,ERR4836945,ERR4836946,ERR4836947,ERR4836948,ERR4836949,ERR4836950,ERR4836951,ERR4836953,ERR4836954,ERR4836956,ERR4836957,ERR4836958,ERR4836959,ERR4836960,ERR4836961,ERR4836962,ERR4836963,ERR4836964,ERR4836965,ERR4836966,ERR4968552,ERR4968553,ERR4968554,ERR4968555,ERR4968556,ERR4968557,ERR4968558,ERR4968559,ERR4968560,ERR4968562,ERR4968563,ERR4968564,ERR4968565,ERR4968566,ERR4968567,ERR4968568,ERR4968569,ERR4968570,ERR4968571,ERR4968572,ERR4968574,ERR4968575,ERR4968576,ERR4968577,ERR4968578,ERR4968579,ERR4968580,ERR4968581,ERR4968582,ERR4968584,ERR4968585,ERR4968586,ERR4968587,ERR4968588,ERR4968589,ERR4968590,ERR4968592,ERR4968593,ERR4968594,ERR4968595,ERR4968596,ERR4968597,ERR4968598,ERR4968599,ERR4968600,ERR4968601,ERR4968602,ERR4968603,ERR4968604,ERR4968605,ERR4968606,ERR4968608,ERR4968671,ERR4968673,ERR4968678,ERR4968681,ERR4968687,ERR4968704,ERR4968705,ERR4968711,ERR4968712,ERR4969053,ERR4969151,ERR4992195,ERR4992208,ERR4993373,ERR4993378,ERR4993381,ERR4993382,ERR4993662
ERR4303169bin.22,0,0,0,15629,0,0,0,0,20989,766579,25828,0,0,0,0,43052,14755,0,466233,0,0,33696,0,163744,925224,0,361454,0,34350,96518,39148,0,0,823069,0,3089345,0,0,0,99037,0,187720,103166,0,0,1862958,0,0,42550,0,120655,0,132843,0,47993,82455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23061,0,31737,0,375111,0,0,55303,0,146818,14184,19045,0,0,0,192654,338601,0,0,0,52355,22562,19048,701199,0,260965,19291,525210,41275,969583,0,17631,187479,0,0,0,0,0,0,34036,26244,880981,22401,0,61299,27334,0,25225,0,0,0,0,0,0,0,0,0,0,143701,0,0,0,0,0,60553,0,0,945198,0,0,31458,101458,63566,746733,0,0,0,0,0,0,683087,1564522,50503,42786,0,247586,0,1618560,0,0,0,541457,17719,32560,160998,0,33329,0,43335,64077,27907,0,0,0,0,0,15592,0,0,0,32518,18223,0,0,0,0,0,0,0,322762,18800,0,0,57175,0,0,0,0,244826,0,0,0,0,284324,312941,0,69546,366955,0,2576506,0,179541,0,25609,0,98117,20755,0,0,308340,689406,47853,33409,0,416246,13912,34599,137122,0,0,889392,26499,211662,0,599807,0,0,634989,0,32285,43581
ERR4993381_bin.57,0,0,57122,0,0,0,0,0,0,0,0,0,0,20157,0,0,0,0,0,21128,0,0,0,0,0,0,0,0,0,0,0,0,40980,0,0,0,22135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73074,0,0
ERR4303169bin.25,26939,239016,21693,69152,74187,23810,32340,63055,127327,503864,140634,298168,208852,157546,22412,177083,47575,21847,334599,167275,181857,459181,58344,381187,348657,41983,656701,258657,263177,770951,191434,114658,32352,1268896,451388,306056,71098,65882,221257,481908,378439,265508,452622,124281,258291,335318,452100,20866,400436,249713,804635,364275,1435870,29767,121816,180638,0,0,0,0,0,0,0,0,0,0,0,0,11187,106259,0,28608,153249,25120,23445,110031,140599,0,23311,98752,0,111934,35154,97543,155799,49682,100407,190336,113833,40767,53843,16021,663302,56875,73418,333199,40578,170886,50492,296065,134355,456051,134270,69189,407746,128769,77682,23969,118100,181500,118003,185623,52114,251571,118480,285538,560644,32878,52427,15138,0,0,0,16659,0,0,28857,0,22869,16053,79008,65503,32558,68652,115635,9271,559964,71523,17779,78327,130450,81457,62078,78727,266806,268069,79659,23233,19759,15171,43692,81171,424125,42459,315962,190063,28606,290778,54103,620741,237003,216399,99066,183037,50858,209448,210294,195726,343815,246742,309475,115440,102652,0,17383,0,29298,11962,13394,31657,11063,23641,34034,20897,11183,32276,0,9409,31796,17577,53584,35750,24190,19519,64181,271125,19700,12447,35367,31557,86423,359489,120993,56155,187362,203401,89029,238370,62080,745103,44294,29603,196022,231265,121491,193882,209215,120800,30818,125915,734052,60095,587278,144394,105698,17947,802179,50832,157901,54776,334680,80424,1653218,224830,1539486,39055,126031,82819,29486,311489,127826,235823,872993
ERR4303200bin.26,0,0,30660,0,0,164053,132370,0,0,0,0,0,0,0,110938,0,0,39908,0,0,0,0,0,0,0,43886,0,0,0,0,0,0,0,0,1042382,0,194867,0,0,0,83516,0,0,0,0,116025,0,54118,0,0,0,0,0,0,216309,513077,0,0,0,0,0,0,0,0,0,0,0,0,10829,0,0,0,79896,0,0,0,0,88430,0,0,0,0,54482,0,55218,34617,0,0,0,21172,0,0,63692,0,0,0,0,0,34357,0,0,0,0,0,0,0,37944,14667,0,0,29537,0,0,0,106427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20260,18495,0,47817,196831,0,0,0,15583,80064,440200,0,0,0,0,0,0,0,16966,0,0,0,0,0,125279,0,0,0,0,0,0,0,23554,0,0,36450,0,0,0,181934,0,0,0,0,0,0,0,0,0,14499,0,0,0,0,0,0,23059,0,0,0,0,0,25690,0,14616,0,0,0,0,0,44743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45121,0,31224,0,0,0,0,0,0,0,19730,21511,0,0,100237,0,0,0,43404,0,0,65037,0,0,0,0
ERR4993381_bin.53,0,0,26606,0,0,0,81582,110899,0,0,0,0,0,18649,165939,0,0,0,0,48728,0,0,0,0,0,0,0,0,0,0,0,0,66084,0,0,0,534795,0,0,0,0,0,0,0,0,0,0,116471,0,0,0,131179,0,250845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39710,0,0,0,64134,0,0,10904,0,0,0,573593,0,0,0,0,0,0,14258,0,83035,0,0,0,0,0,0,0,70375,6667,0,0,24596,0,0,0,0,0,0,0,31819,0,0,0,35872,0,0,0,0,0,5855,0,0,0,0,0,0,0,0,0,0,0,0,14266,0,0,0,0,0,0,0,5146,57129,0,0,0,0,8873,27636,0,0,0,0,0,0,0,0,0,0,0,0,34970,0,0,0,0,0,0,0,0,134890,0,14993,0,0,0,0,0,104498,0,0,0,0,0,12253,12295,68043,0,0,0,23224,0,0,0,0,60780,0,0,0,0,411917,0,5911,0,0,0,0,0,0,0,39342,0,0,0,0,0,7263,8782,0,0,17024,0,0,0,0,51157,0,685122,0,157562,45889,0,170976,0,0
ERR4835864_bin.19,15216,0,207043,0,0,0,120277,0,0,0,0,0,0,414799,0,0,0,0,0,87324,0,0,0,191371,0,0,0,0,0,0,0,0,0,0,0,0,236991,0,0,0,0,0,0,0,0,0,0,54895,0,140645,0,94133,0,107758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89763,44107,0,0,0,53841,0,0,0,60874,0,0,601324,0,0,0,0,0,0,30933,0,457106,0,0,0,0,0,125759,0,0,0,0,47331,32723,0,0,0,57812,0,0,0,42355,0,0,0,0,0,0,0,0,0,17295,0,0,149761,281518,0,0,100411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537414,0,0,0,0,0,0,0,0,0,0,12567,61341,0,0,0,146169,109581,0,0,0,0,0,0,0,0,0,0,35656,0,49528,204091,0,0,0,0,0,0,0,0,0,147171,0,0,0,224180,0,0,29026,0,0,0,0,0,44130,517416,89482,0,0,52882,148325,0,0,0,0,0,2620522,0,134794,0,0,90135,0,0
ERR4836886_bin.36,0,0,146711,0,0,0,493597,0,69440,0,0,247680,0,54940,212869,0,38862,0,43994,0,0,0,0,0,0,142494,0,101906,287105,0,60758,0,102510,0,598592,0,405070,35442,0,51686,0,0,0,238762,909623,0,151524,160474,43838,56557,0,116593,0,86343,21706,31010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27499,0,0,37401,201278,0,0,13144,188614,0,28478,166545,297367,0,0,968204,435703,0,0,0,0,0,13304,102047,195772,0,255267,0,0,0,0,0,17669,0,21654,0,148958,83634,0,0,392638,0,0,0,18646,0,0,0,0,0,0,0,0,42871,18005,9514,0,0,36977,18924,0,49492,130200,0,0,0,0,172334,0,0,0,0,0,0,0,13233,0,34183,0,0,0,16874,0,0,0,0,0,0,0,0,31974,0,0,86928,43430,355501,25490,0,0,0,0,0,0,0,11371,0,0,10056,0,0,0,0,131346,0,18534,0,0,0,292187,0,195576,0,21107,0,0,29419,0,0,79620,19352,0,20586,0,0,55291,0,73085,0,0,0,181676,15247,0,0,23198,0,0,0,0,354784,44844,0,0,35183,301525,0,124282,0,0,0,0,376080,0,624137,203426,0,766363,130154,22370
ERR4835990_bin.24,0,36819,28008,0,37636,553721,24051,39044,34121,0,87160,85955,0,70576,13251,124545,26793,52777,0,111865,79338,426988,46561,96576,0,91562,282078,175156,58172,287168,106380,84959,117849,278605,160130,1542510,99711,151566,250803,186295,752590,120122,293648,127159,695521,430978,227067,66787,106169,216261,458078,106125,155507,104700,84497,141095,0,0,0,0,0,0,0,0,0,0,0,0,10780,49685,0,14652,67422,0,61229,0,130250,19497,13794,30876,0,127238,0,52027,75972,27936,57174,703978,267506,41419,43073,0,147298,184533,90201,882256,28642,252224,28659,22377,319969,644441,58777,69015,346580,109136,48962,25244,110367,66183,19468,140800,60698,37068,78422,82460,144062,33340,65956,0,0,0,0,0,0,18007,16766,0,39697,12757,142568,27695,0,57958,34274,12241,153003,36256,11713,0,97728,20833,12177,71620,215616,0,52612,25904,24153,0,50943,37272,74433,543562,163150,63734,0,129413,34165,0,165399,0,58184,64696,66402,172829,98261,71892,44553,130992,75721,21583,55025,54978,0,0,0,11945,0,0,0,0,0,0,17848,0,0,0,29357,9575,43549,86131,14194,40224,52813,96698,19612,35380,15002,26629,109814,136172,43052,18185,441085,0,0,0,34050,0,90815,308666,91893,0,26593,75146,491417,16105,28977,130625,286806,142763,0,145140,144063,26962,580480,0,57681,64729,307847,100315,257347,89630,881918,115604,0,55356,58391,721573,196086,193637,311740
ERR4835990_bin.26,0,0,19891,26992,0,0,14781,0,14417,0,17787,33665,0,44553,38158,0,0,18408,0,18561,0,0,0,76245,0,0,348452,17323,0,0,22069,36079,30902,0,0,921827,28682,0,0,43815,0,58318,67224,26055,0,0,0,0,57226,54159,0,31660,0,12160,0,200644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37537,0,0,0,0,0,0,16838,0,0,0,0,15660,28501,0,57331,0,273006,0,0,0,0,10331,0,0,0,163218,0,0,60054,538528,0,10135,0,0,26080,27768,0,0,37006,84432,0,0,0,0,35774,20772,31185,0,0,0,0,0,0,0,0,0,0,24003,0,25062,35435,0,0,10274,182618,0,0,0,18469,0,0,0,52212,0,0,0,18959,13153,18154,132769,0,0,0,10820,24870,0,0,0,0,0,28832,22507,0,0,0,29352,38965,25119,59950,0,74607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9081,0,0,0,27164,0,71622,0,11133,7537,12643,0,0,0,0,0,0,67589,0,0,0,0,71966,0,0,13322,196318,0,0,0,108602,195124,12758,0,27988,99213,51251,83144,71441,0,28053,0,161213,0,73677,64867,0,53209,110211,33846
ERR4836948_bin.32,0,0,0,0,0,0,6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181727,0,0,0,28495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860,0,0,0,0,0,0,0,0,0,0,56375,0,0,0,115846,0,0,0,0,0,173150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35546,0,76866,0,0,0,0,0,0,0,0,0,40129,0,0,0,13167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4303199bin.13,0,74249,11204,0,68550,111210,58159,70883,57973,1237789,64130,35437,59915,20732,15820,0,0,109529,0,79632,160475,101835,66388,14884,64167,21796,434204,0,135176,262074,0,33378,70359,2433269,127254,1785179,48089,201008,62451,0,190464,0,187278,0,782061,1496341,29982,99551,0,0,182381,29319,33154,0,249658,35484,0,0,0,0,0,0,0,0,0,0,0,0,0,13090,0,18057,22923,0,36401,0,383067,18272,0,245432,0,154053,0,0,61470,18307,0,69263,175601,0,13944,0,13976,56531,10984,0,15782,168598,58970,22810,160061,78692,48519,28983,32269,0,75984,28031,22163,212132,0,48598,20038,0,76541,37307,56391,46881,23631,0,0,0,0,0,0,0,0,0,0,0,14590,0,0,51084,14724,11740,82985,0,0,14443,0,13149,41608,18094,0,85626,22336,0,0,12142,0,0,23395,99225,0,0,0,17355,0,0,0,0,0,44579,0,0,0,53674,67243,36694,0,32554,16029,0,0,0,20575,0,0,0,0,22174,137899,0,0,0,0,0,16016,0,0,17109,0,0,0,0,19335,0,0,0,84715,0,0,0,61648,13329,0,33589,14431,207411,0,0,38389,0,28861,36113,0,239753,0,95907,0,47629,0,0,18546,0,0,0,0,40266,88883,101829,0,0,1518127,47159,49157,12141,67306,212496,143323,77663,287075
ERR4968602_bin.3,0,0,0,0,0,0,15807,0,23278,0,6471,0,0,5667,0,0,0,0,0,25752,0,0,0,0,0,0,0,0,0,0,0,5931,0,0,5043,0,0,12162,0,0,33400,0,0,0,0,0,26140,0,7730,0,0,0,0,0,13847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6448,0,0,0,0,0,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8033,9600,0,0,0,10739,0,0,5379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24739,0,0,8401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,12576,0,0,0,0,0,0,0,0,0,6117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,0,0,0,0,0,0,0,0,0,8381,81601,0,0,0,0,9596,0,0,0,0,0,0,23773,0,9163,0,5346,0,0,0,0,12550,12341,15393
ERR4969053_bin.82,0,0,0,48153,0,0,68566,0,0,0,56115,92635,0,118868,0,454973,34897,0,2581915,257838,0,613350,0,0,0,0,0,453396,0,0,243258,0,0,0,0,54214,95879,362222,0,80872,0,0,0,0,685588,0,172191,85240,0,136895,0,65749,0,0,66267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22318,0,0,0,0,0,0,0,0,35144,0,0,36192,43979,21193,0,176995,0,0,0,0,0,0,0,30391,0,54637,0,48451,0,0,39478,981365,0,62911,38304,86787,0,27278,96414,0,0,47967,0,0,0,0,0,0,0,0,45366,0,0,0,51532,22416,0,0,0,0,15196,0,0,0,0,0,0,37208,62114,0,0,0,0,0,0,0,0,0,27367,0,0,0,63391,0,0,0,0,0,0,0,0,0,0,501728,0,0,0,195318,0,0,0,0,0,0,0,0,0,0,28006,0,0,0,38895,58009,0,0,0,0,0,67856,0,0,0,20508,0,0,0,0,0,145190,12459,0,0,751966,0,30760,438067,0,0,0,31369,66110,0,0,43986,31420,0,0,0,0,200047,0,26991,0,26285,133683,0,442145,53024,0,47977,4598620,162540,0,47968,111968,0,0,142966,48998
ERR4969053_bin.83,0,11320,0,0,34849,117696,11273,0,10091,73424,0,64788,42116,24707,0,74636,0,0,72689,28868,17727,14800,0,0,54274,29793,76909,0,18042,89819,11065,21076,0,204942,69430,416739,18579,39825,0,49477,82821,19548,24290,20141,821292,225520,20984,0,50672,0,139532,22648,0,0,60940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31025,0,0,0,0,24419,10627,110700,9809,0,16337,0,41965,0,0,40546,0,11009,32391,39968,0,0,0,126596,73696,10317,36361,0,31519,15039,136035,26007,145206,133812,0,57555,42514,13542,0,16479,147277,0,11616,0,36782,32035,24104,73832,0,0,0,0,0,0,0,0,18474,0,0,0,0,9813,0,0,0,29772,0,31183,13716,0,22488,8492,0,18220,12162,0,46822,0,0,0,0,0,14137,46797,74077,23434,0,0,46393,0,53043,34804,0,0,21591,0,32336,75756,55919,0,36501,0,0,0,0,0,0,10033,0,0,0,0,16454,15339,27522,0,0,0,0,0,0,0,21681,0,0,0,10187,0,0,0,0,67326,0,0,0,43492,15923,119850,96411,19086,175466,0,248289,0,0,0,9067,137315,0,0,47664,83527,87938,34693,10966,9163,0,228410,0,0,0,25104,0,127654,0,982304,15373,17797,0,52105,187196,64577,15179,13836
ERR4968587_bin.12,13765,0,0,48576,383577,39786,26848,23450,112960,0,34862,524532,0,35776,614691,2280961,45495,109758,131617,191090,729322,49787,1039887,149456,0,0,189179,487415,37506,98382,41347,91000,5131263,230694,0,553655,327930,62136,952335,155511,885500,1093432,94505,74575,418264,327090,143157,1725945,0,189374,104924,116963,196202,0,0,1490803,0,0,0,0,0,0,0,0,0,0,0,14928,14222,0,0,0,0,0,0,0,115817,0,16374,0,0,33704,0,18021,53456,188981,0,82400,0,0,0,0,116337,24589,0,0,255168,0,32615,0,181250,0,39444,64803,1123307,0,189206,24852,32534,0,32786,88187,0,70408,25487,32100,392665,194566,276938,0,0,0,0,18737,0,179774,52159,0,22012,66351,0,66977,71840,35658,121859,0,104996,0,17156,71403,119492,0,0,48659,0,81421,32990,71300,2442903,19985,140667,25238,0,339486,209432,71721,23503,0,763392,66274,0,1640687,225552,41479,110841,536357,2403435,45345,34867,1623070,250183,1410258,842328,0,0,81054,0,87753,0,92202,0,0,0,195865,13438,0,0,28927,18821,27814,28080,230900,28435,129935,0,0,489104,17101,459051,26716,44778,39029,24596,451388,57814,426358,1334520,313300,0,271349,0,736258,701560,494445,45213,1140550,116928,111098,36471,0,208240,2212535,368663,97832,105513,77300,0,23289,158504,65523,119005,59574,230369,1872690,2069011,0,67465,63475,0,157991,47874,133895,96136
ERR4303198bin.77,168515,0,83595,1075322,0,0,29835,1178327,0,0,0,0,0,0,172839,0,160958,931409,0,0,986478,0,41976,23983,0,0,0,945792,0,0,3307059,181469,322678,0,0,0,485308,0,60511,0,0,63979,0,0,12874,12318,0,315465,0,891205,0,928535,8568658,0,0,243998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9684,0,0,13959,0,0,0,267138,22798,0,0,0,314762,0,0,0,0,0,0,0,0,0,1227603,274211,631844,0,60944,423389,0,0,0,0,9995,403780,686527,0,0,0,0,363780,39296,0,0,512425,43435,17519,0,27244,12491,2124578,0,42162,0,282481,15458,0,147821,159729,0,108714,42730,0,20370,19836,0,99067,0,39601,0,11126,0,151709,389590,0,842691,0,0,0,2342778,13921,331843,450973,0,1529590,63564,90587,609590,40468,156826,0,0,11024,0,0,0,0,49357,0,0,0,67421,84642,0,152080,426026,70190,27944,0,0,102649,0,0,71018,28667,48238,168065,0,79707,75958,31000,0,0,0,0,0,0,58109,0,0,0,0,37283,0,0,434902,0,0,0,0,514503,0,95397,0,596837,43770,9592,117714,0,0,279227,0,263180,0,127835,267969,12658,13447,0,4667679
ERR4836926_bin.59,16718,0,26429,0,0,0,66482,0,0,0,44617,0,0,170239,0,0,45480,0,0,113439,167058,0,0,0,0,0,0,0,0,0,0,106384,0,0,149774,0,167701,0,153486,139236,0,0,0,99426,0,0,161547,148745,173646,0,0,157596,0,25710,105250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16904,0,0,0,0,0,0,33379,28202,0,0,0,0,16649,0,0,0,0,0,0,51976,0,0,0,0,83087,0,0,74282,50472,90477,0,117368,71856,21157,0,140976,0,0,55471,89192,0,0,0,0,0,0,34212,0,0,0,0,0,0,0,42804,0,0,687923,0,0,0,0,0,0,0,0,0,0,0,94118,0,0,0,0,0,0,0,24645,0,0,0,0,0,0,0,0,0,0,65429,0,0,0,0,47339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68567,28346,0,0,57514,0,0,0,38405,0,0,0,0,0,0,78601,0,0,0,35989,0,0,0,0,0,0,0,0,0,167281,0,0,0,0,0,0,137526,0,0,0,332539,0,54821,149785,0,88117,75205,203404
ERR4303198bin.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR4304450_ERR4303136_ERR4303150bin.93,0,0,0,0,0,0,0,0,0,805680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29352,0,0,0,0,0,0,0,0,0,0,0,0,0,79337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76868,0,0,0,0,0,0,0,0,0,0,45841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33104,0,0,0
ERR4968569_bin.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99511,42916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59338,0,0,0,0,0,0,0,0,0,0,71765,0,0,0,0,374218,0,37511,0,3453747,0,0,0,37204,0,0,0,91896,0,0,0,0,0,0,0,179106,0,0,0,0,0,0,0,0,0,0,11529824,0,0,0,0,0,0,1192198,0,0,0,0,0,0,0,1742456,0,0,0,0,0,0,0,1308128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6323495,0,0,0,0,0,0,0,0,0,0,82643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463499,0,0,273576,5747321,0,0,0,0,0,0,0,1279606,0,0,0,0,197461,0,193403,0,996952
ERR4836959_bin.7,0,0,0,34178,0,0,0,0,0,0,0,0,0,0,117608,0,0,0,0,0,0,0,84016,0,0,0,0,0,0,0,0,0,32921,0,0,0,0,0,500110,0,0,123644,0,0,0,0,0,150367,0,67372,0,292687,22360,0,0,53076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11612,0,0,0,38660,0,0,47020,0,0,0,0,0,23143,0,0,14665,0,0,155912,0,41199,34336,0,47130,0,0,29498,11134,0,0,0,0,0,61723,52002,0,0,0,0,20440,0,41685,267845,0,0,34953,0,119392,48187,103600,0,0,8382,0,13109,0,0,0,0,0,0,19137,30091,10961,0,0,14611,0,0,9520,0,0,0,51176,63666,75688,0,0,48959,183197,9977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34937,0,0,0,0,302436,0,21848,0,123935,0,0,0,0,0,195963,0,0,0,8861,0,0,0,0,0
