genome,completeness,contamination
ERR4304454bin.101.fa,64.07,0.335
ERR4304454bin.104.fa,67.23,0.0
ERR4304454bin.106.fa,95.68,3.448
ERR4304454bin.11.fa,98.27,1.724
ERR4304454bin.35.fa,81.46,2.247
ERR4304454bin.40.fa,96.77,0.806
ERR4304454bin.62.fa,50.86,0.0
ERR4304454bin.69.fa,97.69,0.632
ERR4304454bin.74.fa,60.61,0.671
ERR4304454bin.7.fa,80.64,0.874
ERR4304454bin.85.fa,97.80,1.098
ERR4304454bin.8.fa,59.40,0.0
ERR4304454bin.91.fa,96.73,1.489
ERR4304455bin.104.fa,90.60,1.565
ERR4304455bin.16.fa,97.31,0.0
ERR4304455bin.18.fa,70.85,3.020
ERR4304455bin.34.fa,97.44,0.632
ERR4304455bin.46.fa,69.53,3.355
ERR4304455bin.49.fa,71.73,4.195
ERR4304455bin.70.fa,99.32,0.0
ERR4304455bin.71.fa,88.76,1.123
ERR4304455bin.75.fa,98.81,0.0
ERR4304455bin.77.fa,66.28,0.671
ERR4304455bin.84.fa,56.14,0.0
ERR4304456bin.102.fa,94.82,0.766
ERR4304456bin.13.fa,98.73,0.644
ERR4304456bin.14.fa,99.40,0.788
ERR4304456bin.19.fa,97.30,0.961
ERR4304456bin.21.fa,73.36,0.026
ERR4304456bin.30.fa,99.60,0.0
ERR4304456bin.40.fa,95.28,0.894
ERR4304456bin.46.fa,85.58,0.75
ERR4304456bin.54.fa,59.16,0.805
ERR4304456bin.56.fa,95.49,1.754
ERR4304456bin.59.fa,99.15,0.0
ERR4304456bin.61.fa,85.27,0.0
ERR4304456bin.6.fa,100.0,0.0
ERR4304456bin.84.fa,89.11,0.0
ERR4304456bin.87.fa,80.53,0.0
ERR4304504bin.13.fa,53.32,0.335
ERR4304504bin.1.fa,88.92,1.342
ERR4304504bin.21.fa,60.96,1.398
ERR4304504bin.26.fa,93.74,0.0
ERR4304504bin.46.fa,97.31,0.671
ERR4304504bin.60.fa,95.30,0.0
ERR4304504bin.66.fa,96.97,1.342
ERR4304504bin.6.fa,94.04,1.392
ERR4304504bin.75.fa,57.35,0.0
ERR4304504bin.79.fa,97.31,0.0
ERR4304504bin.8.fa,98.65,0.0
ERR4304504bin.9.fa,74.59,1.565
ERR4304505bin.105.fa,95.27,0.675
ERR4304505bin.107.fa,99.40,0.598
ERR4304505bin.10.fa,99.01,0.480
ERR4304505bin.126.fa,98.49,0.764
ERR4304505bin.31.fa,74.39,0.020
ERR4304505bin.4.fa,92.40,0.680
ERR4304505bin.61.fa,99.56,0.384
ERR4304505bin.69.fa,88.76,0.0
ERR4304505bin.95.fa,98.38,0.0
ERR4304580bin.21.fa,85.32,0.679
ERR4304580bin.33.fa,100.0,0.105
ERR4304580bin.57.fa,89.02,0.598
ERR4304580bin.59.fa,90.20,3.378
ERR4304580bin.85.fa,93.88,2.027
ERR4304580bin.90.fa,95.16,0.026
ERR4304580bin.96.fa,90.54,1.067
ERR4304669bin.23.fa,99.10,0.671
ERR4304669bin.6.fa,89.80,1.342
ERR4304808bin.12.fa,93.02,2.013
ERR4304808bin.16.fa,60.11,0.0
ERR4304808bin.27.fa,71.94,0.699
ERR4304808bin.28.fa,93.12,1.476
ERR4304808bin.56.fa,90.85,0.0
ERR4336989bin.105.fa,61.37,0.0
ERR4336989bin.10.fa,73.6,0.0
ERR4336989bin.122.fa,98.69,0.723
ERR4336989bin.124.fa,98.16,0.523
ERR4336989bin.13.fa,95.27,0.158
ERR4336989bin.22.fa,62.86,0.671
ERR4336989bin.2.fa,69.18,2.701
ERR4336989bin.33.fa,98.50,0.559
ERR4336989bin.57.fa,75.45,0.0
ERR4336989bin.58.fa,68.98,1.265
ERR4336989bin.74.fa,100.0,0.0
ERR4336989bin.75.fa,52.78,0.190
ERR4336989bin.79.fa,91.01,0.0
ERR4336989bin.81.fa,59.39,1.754
ERR4336989bin.82.fa,91.06,0.268
ERR4336989bin.8.fa,92.68,1.577
ERR4336989bin.97.fa,59.56,0.862
ERR4835843_bin.17.fa,95.56,0.052
ERR4835843_bin.18.fa,82.12,1.261
ERR4835846_bin.12.fa,69.27,0.0
ERR4835846_bin.20.fa,92.13,0.244
ERR4835846_bin.27.fa,94.29,0.671
ERR4835846_bin.30.fa,93.30,0.806
ERR4835846_bin.32.fa,72.26,0.0
ERR4835847_bin.22.fa,95.30,0.955
ERR4835848_bin.12.fa,99.77,0.671
ERR4835848_bin.3.fa,92.69,2.247
ERR4835851_bin.23.fa,97.31,1.006
ERR4835851_bin.26.fa,86.39,0.0
ERR4835853_bin.15.fa,93.54,0.026
ERR4835853_bin.4.fa,80.80,0.832
ERR4835854_bin.13.fa,98.55,1.072
ERR4835856_bin.17.fa,79.68,1.789
ERR4835857_bin.17.fa,78.81,3.467
ERR4835857_bin.2.fa,94.75,0.026
ERR4835858_bin.17.fa,99.36,0.316
ERR4835858_bin.25.fa,100.0,0.0
ERR4835858_bin.28.fa,99.36,0.0
ERR4835858_bin.7.fa,98.10,0.0
ERR4835859_bin.17.fa,82.95,2.621
ERR4835860_bin.12.fa,74.71,2.247
ERR4835860_bin.27.fa,91.46,0.0
ERR4835861_bin.18.fa,64.90,0.0
ERR4835861_bin.32.fa,85.39,0.0
ERR4835861_bin.33.fa,70.68,0.447
ERR4835861_bin.40.fa,94.94,1.685
ERR4835863_bin.21.fa,97.31,0.0
ERR4835864_bin.19.fa,92.16,0.939
ERR4835864_bin.21.fa,98.65,0.0
ERR4835864_bin.23.fa,94.94,1.123
ERR4835864_bin.28.fa,89.74,0.0
ERR4835864_bin.33.fa,82.37,1.342
ERR4835864_bin.34.fa,97.93,0.107
ERR4835864_bin.40.fa,96.83,0.0
ERR4835866_bin.13.fa,71.14,0.0
ERR4835866_bin.35.fa,82.97,0.0
ERR4835866_bin.39.fa,81.78,0.907
ERR4835866_bin.40.fa,62.66,1.333
ERR4835866_bin.4.fa,82.66,0.0
ERR4835868_bin.3.fa,91.45,0.832
ERR4835868_bin.6.fa,94.88,0.0
ERR4835869_bin.10.fa,71.85,3.243
ERR4835869_bin.30.fa,94.02,0.584
ERR4835869_bin.45.fa,96.88,0.0
ERR4835869_bin.47.fa,73.92,0.0
ERR4835869_bin.4.fa,90.93,0.0
ERR4835870_bin.17.fa,82.66,0.894
ERR4835871_bin.25.fa,98.65,0.0
ERR4835871_bin.4.fa,85.75,0.253
ERR4835932_bin.29.fa,89.74,0.854
ERR4835932_bin.32.fa,99.82,0.0
ERR4835932_bin.7.fa,89.74,0.854
ERR4835933_bin.1.fa,69.50,3.243
ERR4835934_bin.22.fa,94.38,0.680
ERR4835934_bin.5.fa,92.30,0.854
ERR4835935_bin.24.fa,92.89,0.643
ERR4835935_bin.42.fa,99.32,0.0
ERR4835989_bin.49.fa,96.93,0.0
ERR4835990_bin.24.fa,94.75,0.078
ERR4835990_bin.26.fa,78.01,0.782
ERR4835990_bin.33.fa,60.0,0.0
ERR4835990_bin.4.fa,94.75,0.026
ERR4835991_bin.6.fa,78.98,1.118
ERR4835993_bin.14.fa,94.09,0.210
ERR4835993_bin.35.fa,98.85,0.191
ERR4835993_bin.38.fa,95.16,0.0
ERR4835994_bin.28.fa,76.97,2.684
ERR4835994_bin.32.fa,97.33,0.242
ERR4835994_bin.4.fa,96.42,1.608
ERR4835995_bin.4.fa,78.65,0.0
ERR4835995_bin.52.fa,99.85,0.806
ERR4835995_bin.58.fa,97.69,0.671
ERR4835996_bin.41.fa,92.69,1.123
ERR4835996_bin.8.fa,94.53,0.0
ERR4836027_bin.10.fa,98.49,0.134
ERR4836027_bin.15.fa,69.16,1.230
ERR4836027_bin.29.fa,72.22,1.418
ERR4836027_bin.2.fa,92.69,1.284
ERR4836027_bin.3.fa,94.94,1.123
ERR4836028_bin.15.fa,94.35,0.026
ERR4836028_bin.18.fa,75.54,2.013
ERR4836028_bin.8.fa,97.46,2.456
ERR4836036_bin.31.fa,82.90,0.0
ERR4836036_bin.37.fa,100.0,0.0
ERR4836036_bin.3.fa,82.88,0.0
ERR4836036_bin.41.fa,77.01,2.097
ERR4836036_bin.47.fa,67.58,0.391
ERR4836036_bin.5.fa,75.77,2.684
ERR4836037_bin.21.fa,100.0,0.480
ERR4836037_bin.28.fa,96.77,0.0
ERR4836885_bin.19.fa,86.38,1.342
ERR4836885_bin.39.fa,97.16,0.0
ERR4836886_bin.12.fa,98.65,0.0
ERR4836886_bin.36.fa,97.32,0.671
ERR4836886_bin.6.fa,96.43,2.908
ERR4836886_bin.9.fa,58.13,0.0
ERR4836887_bin.32.fa,75.21,1.230
ERR4836887_bin.35.fa,77.22,0.223
ERR4836887_bin.54.fa,97.27,0.113
ERR4836887_bin.5.fa,79.90,0.0
ERR4836888_bin.14.fa,77.11,3.243
ERR4836888_bin.30.fa,93.11,0.858
ERR4836889_bin.13.fa,100.0,0.0
ERR4836889_bin.41.fa,88.21,1.370
ERR4836889_bin.9.fa,89.77,0.561
ERR4836908_bin.15.fa,52.83,0.0
ERR4836908_bin.35.fa,78.01,2.237
ERR4836908_bin.3.fa,85.45,0.595
ERR4836908_bin.42.fa,73.92,1.098
ERR4836908_bin.47.fa,75.87,4.755
ERR4836908_bin.48.fa,70.88,4.038
ERR4836908_bin.60.fa,94.42,0.0
ERR4836913_bin.14.fa,99.51,0.0
ERR4836913_bin.18.fa,60.68,0.0
ERR4836913_bin.8.fa,98.02,0.0
ERR4836918_bin.11.fa,99.55,0.0
ERR4836918_bin.17.fa,77.33,0.782
ERR4836921_bin.30.fa,95.96,0.806
ERR4836924_bin.33.fa,87.90,1.845
ERR4836924_bin.7.fa,77.05,2.504
ERR4836925_bin.12.fa,84.46,1.754
ERR4836925_bin.17.fa,95.22,2.407
ERR4836925_bin.9.fa,88.03,0.854
ERR4836926_bin.106.fa,95.97,0.0
ERR4836926_bin.107.fa,69.31,3.706
ERR4836926_bin.22.fa,99.01,0.961
ERR4836926_bin.25.fa,97.98,2.013
ERR4836926_bin.28.fa,80.85,1.454
ERR4836926_bin.3.fa,86.30,0.736
ERR4836926_bin.42.fa,85.72,0.0
ERR4836926_bin.49.fa,100.0,0.134
ERR4836926_bin.59.fa,97.98,1.789
ERR4836926_bin.71.fa,91.91,0.0
ERR4836926_bin.81.fa,93.95,0.403
ERR4836926_bin.83.fa,96.97,0.671
ERR4836928_bin.17.fa,79.06,0.671
ERR4836928_bin.22.fa,71.21,2.631
ERR4836928_bin.27.fa,94.92,0.631
ERR4836928_bin.7.fa,94.64,0.0
ERR4836928_bin.9.fa,92.21,2.031
ERR4836929_bin.13.fa,99.36,0.0
ERR4836929_bin.8.fa,94.47,3.703
ERR4836930_bin.26.fa,99.60,0.0
ERR4836932_bin.6.fa,96.72,0.591
ERR4836934_bin.21.fa,96.54,0.0
ERR4836934_bin.35.fa,60.00,1.761
ERR4836935_bin.21.fa,99.46,0.0
ERR4836935_bin.26.fa,75.26,0.806
ERR4836936_bin.13.fa,98.27,1.680
ERR4836936_bin.17.fa,92.20,0.292
ERR4836937_bin.12.fa,89.88,1.123
ERR4836937_bin.24.fa,97.17,0.806
ERR4836937_bin.2.fa,90.89,0.403
ERR4836937_bin.35.fa,93.95,0.052
ERR4836937_bin.38.fa,93.04,0.806
ERR4836937_bin.47.fa,99.19,0.806
ERR4836937_bin.7.fa,66.83,1.075
ERR4836937_bin.9.fa,89.85,1.123
ERR4836938_bin.15.fa,89.59,0.0
ERR4836938_bin.26.fa,99.24,0.0
ERR4836938_bin.48.fa,92.50,0.0
ERR4836938_bin.53.fa,96.45,2.631
ERR4836939_bin.20.fa,96.15,0.480
ERR4836939_bin.30.fa,91.99,1.709
ERR4836939_bin.40.fa,90.98,0.020
ERR4836940_bin.16.fa,99.59,0.0
ERR4836940_bin.30.fa,76.55,0.349
ERR4836940_bin.4.fa,86.32,1.370
ERR4836941_bin.10.fa,96.04,0.0
ERR4836941_bin.22.fa,94.29,1.006
ERR4836941_bin.42.fa,53.76,0.0
ERR4836942_bin.19.fa,97.33,0.111
ERR4836942_bin.46.fa,91.29,1.123
ERR4836942_bin.7.fa,92.41,3.370
ERR4836944_bin.18.fa,94.75,0.026
ERR4836946_bin.19.fa,98.65,0.0
ERR4836946_bin.32.fa,88.83,0.167
ERR4836947_bin.43.fa,99.51,0.0
ERR4836947_bin.46.fa,96.27,0.155
ERR4836947_bin.56.fa,90.47,0.223
ERR4836948_bin.29.fa,92.30,0.569
ERR4836948_bin.32.fa,97.75,0.0
ERR4836948_bin.4.fa,95.60,0.0
ERR4836948_bin.53.fa,98.65,0.0
ERR4836949_bin.12.fa,92.74,0.052
ERR4836949_bin.22.fa,98.88,0.0
ERR4836949_bin.36.fa,96.55,0.223
ERR4836950_bin.14.fa,98.94,0.0
ERR4836950_bin.18.fa,99.26,0.0
ERR4836950_bin.25.fa,97.98,0.671
ERR4836950_bin.3.fa,92.30,1.139
ERR4836950_bin.43.fa,73.50,1.165
ERR4836951_bin.32.fa,97.70,0.770
ERR4836953_bin.26.fa,93.15,1.677
ERR4836953_bin.28.fa,93.17,0.0
ERR4836954_bin.5.fa,93.68,1.886
ERR4836956_bin.17.fa,99.24,0.0
ERR4836956_bin.18.fa,91.57,1.123
ERR4836956_bin.24.fa,91.57,0.0
ERR4836956_bin.34.fa,98.27,0.0
ERR4836957_bin.16.fa,92.98,0.0
ERR4836957_bin.34.fa,73.89,2.013
ERR4836957_bin.5.fa,90.12,0.026
ERR4836957_bin.9.fa,97.31,0.671
ERR4836958_bin.14.fa,92.56,2.027
ERR4836958_bin.25.fa,92.95,1.027
ERR4836958_bin.29.fa,95.27,0.675
ERR4836958_bin.2.fa,80.72,0.293
ERR4836958_bin.33.fa,53.34,0.0
ERR4836958_bin.38.fa,98.49,0.754
ERR4836958_bin.39.fa,96.77,1.25
ERR4836959_bin.22.fa,100.0,0.0
ERR4836959_bin.26.fa,90.24,1.677
ERR4836959_bin.28.fa,97.37,1.25
ERR4836959_bin.7.fa,99.03,0.0
ERR4836960_bin.14.fa,99.09,0.075
ERR4836960_bin.34.fa,97.79,0.0
ERR4836960_bin.5.fa,99.62,0.374
ERR4836961_bin.23.fa,93.57,0.0
ERR4836961_bin.45.fa,96.20,0.0
ERR4836961_bin.48.fa,94.45,2.013
ERR4836961_bin.58.fa,90.62,1.123
ERR4836961_bin.70.fa,96.24,0.026
ERR4836961_bin.71.fa,96.64,0.061
ERR4836961_bin.78.fa,75.89,0.0
ERR4836962_bin.31.fa,98.75,0.625
ERR4836962_bin.52.fa,99.20,0.0
ERR4836962_bin.59.fa,99.50,0.358
ERR4836962_bin.62.fa,96.54,2.144
ERR4836962_bin.69.fa,95.69,0.0
ERR4836963_bin.73.fa,97.84,0.0
ERR4836963_bin.78.fa,88.88,0.0
ERR4836963_bin.79.fa,94.75,0.0
ERR4836964_bin.18.fa,99.81,0.546
ERR4836964_bin.1.fa,99.18,0.0
ERR4836964_bin.21.fa,99.96,0.070
ERR4836964_bin.23.fa,99.62,0.0
ERR4836964_bin.35.fa,93.82,2.247
ERR4836964_bin.45.fa,87.04,1.748
ERR4836964_bin.67.fa,87.83,1.013
ERR4836965_bin.64.fa,88.22,0.0
ERR4836965_bin.79.fa,74.31,0.0
ERR4836965_bin.80.fa,89.77,0.0
ERR4836965_bin.89.fa,84.83,1.685
ERR4836965_bin.9.fa,99.43,0.114
ERR4836966_bin.112.fa,53.63,0.0
ERR4836966_bin.15.fa,93.82,1.123
ERR4836966_bin.38.fa,57.21,0.0
ERR4836966_bin.39.fa,88.50,0.268
ERR4836966_bin.3.fa,84.91,1.123
ERR4836966_bin.50.fa,98.22,3.448
ERR4836966_bin.55.fa,91.16,1.709
ERR4836966_bin.76.fa,69.83,0.699
ERR4836966_bin.81.fa,63.59,1.955
ERR4836966_bin.83.fa,97.01,0.310
ERR4836966_bin.8.fa,94.05,0.795
ERR4836966_bin.91.fa,97.80,1.098
ERR4968556_bin.9.fa,57.75,0.0
ERR4968559_bin.17.fa,77.62,0.0
ERR4968560_bin.12.fa,89.32,3.370
ERR4968562_bin.1.fa,92.97,1.123
ERR4968564_bin.11.fa,99.21,0.074
ERR4968564_bin.18.fa,91.41,0.0
ERR4968564_bin.7.fa,97.08,1.000
ERR4968565_bin.12.fa,99.69,0.793
ERR4968565_bin.23.fa,90.02,0.854
ERR4968565_bin.3.fa,98.02,1.875
ERR4968566_bin.20.fa,98.04,0.371
ERR4968567_bin.25.fa,88.98,1.384
ERR4968569_bin.27.fa,97.01,0.447
ERR4968570_bin.16.fa,78.03,2.304
ERR4968570_bin.31.fa,89.16,0.0
ERR4968571_bin.10.fa,97.98,0.671
ERR4968574_bin.18.fa,80.79,1.165
ERR4968574_bin.31.fa,88.03,1.282
ERR4968575_bin.35.fa,92.69,2.808
ERR4968576_bin.20.fa,83.21,0.253
ERR4968576_bin.9.fa,96.64,0.0
ERR4968577_bin.33.fa,88.88,0.854
ERR4968577_bin.3.fa,61.30,1.677
ERR4968579_bin.26.fa,93.13,1.307
ERR4968579_bin.33.fa,94.94,3.370
ERR4968580_bin.12.fa,65.64,1.048
ERR4968580_bin.19.fa,91.16,0.854
ERR4968581_bin.26.fa,98.88,0.170
ERR4968582_bin.9.fa,97.95,0.0
ERR4968584_bin.26.fa,98.10,0.0
ERR4968584_bin.51.fa,97.31,0.0
ERR4968585_bin.1.fa,91.57,0.0
ERR4968585_bin.28.fa,98.88,0.679
ERR4968585_bin.29.fa,98.70,0.185
ERR4968586_bin.17.fa,97.98,0.671
ERR4968586_bin.20.fa,98.14,0.061
ERR4968586_bin.6.fa,98.91,0.0
ERR4968586_bin.9.fa,96.64,0.0
ERR4968587_bin.12.fa,98.63,1.169
ERR4968587_bin.9.fa,97.96,0.335
ERR4968588_bin.12.fa,98.27,0.722
ERR4968589_bin.33.fa,99.02,0.0
ERR4968590_bin.12.fa,98.73,0.0
ERR4968590_bin.22.fa,98.68,0.0
ERR4968590_bin.2.fa,79.08,0.796
ERR4968590_bin.38.fa,69.50,0.671
ERR4968590_bin.6.fa,67.03,1.333
ERR4968592_bin.39.fa,90.25,1.006
ERR4968592_bin.9.fa,96.45,0.949
ERR4968593_bin.10.fa,94.75,0.0
ERR4968593_bin.11.fa,85.95,0.0
ERR4968593_bin.22.fa,69.39,0.671
ERR4968593_bin.27.fa,88.08,0.026
ERR4968593_bin.55.fa,54.54,0.0
ERR4968594_bin.36.fa,97.34,2.268
ERR4968595_bin.28.fa,94.75,0.403
ERR4968595_bin.6.fa,92.99,0.854
ERR4968596_bin.3.fa,98.65,0.894
ERR4968597_bin.16.fa,82.78,2.348
ERR4968597_bin.17.fa,63.39,1.724
